"Region","PHI","Barangay","Disease","No. of Cases","MW"
"1","Dagupan City","Bonuan Binloc","Dengue","5","4"
"1","Dagupan City","Calmay","Dengue","4","4"
"1","Dagupan City","Caranglaan","Dengue","6","4"
"1","Ilocos Sur","Comillas North","Dengue","3","4"
"1","Ilocos Sur","Oaig-Daya","Dengue","4","4"
"1","Ilocos Sur","Libtong","Dengue","3","4"
"1","La Union","San Antonio","Dengue","3","4"
"1","La Union","Almieda","Dengue","3","4"
"1","La Union","Quinavite","Dengue","4","4"
"1","La Union","Lingsat","Dengue","5","4"
"1","La Union","Bumbuneg","Dengue","3","4"
"1","Pangasinan","Tampog","Dengue","3","4"
"1","Pangasinan","Buenlag","Dengue","5","4"
"1","Pangasinan","Gayaman","Dengue","3","4"
"1","Pangasinan","Malindong","Dengue","4","4"
"1","Pangasinan","Nagpalangan","Dengue","3","4"
"1","Pangasinan","Nalsian","Dengue","3","4"
"1","Pangasinan","Balangobong","Dengue","3","4"
"1","Pangasinan","Basing","Dengue","3","4"
"1","Pangasinan","Quibaol","Dengue","5","4"
"1","Pangasinan","Navaluan","Dengue","3","4"
"1","Pangasinan","Talogtog","Dengue","3","4"
"1","Pangasinan","Capataan","Dengue","3","4"
"1","Pangasinan","Sagud-Bahley","Dengue","4","4"
"1","Pangasinan","Banaoang","Dengue","3","4"
"2","Cagayan","Magrafil","Dengue","3","4"
"2","Cagayan","Maxingal","Dengue","3","4"
"2","Cagayan","Aridawen","Dengue","3","4"
"2","Cagayan","Bicok","Dengue","3","4"
"2","City Of Santiago","Balintocatoc","Dengue","3","4"
"2","City Of Santiago","Baluarte","Dengue","3","4"
"2","City Of Santiago","Divisoria","Dengue","3","4"
"2","City Of Santiago","Mabini","Dengue","5","4"
"2","City Of Santiago","Malvar","Dengue","4","4"
"2","City Of Santiago","Rosario","Dengue","4","4"
"2","Isabela","Bannawag","Dengue","3","4"
"2","Isabela","Santa Rita","Dengue","3","4"
"2","Isabela","Ragan Sur (Pob.)","Dengue","3","4"
"2","Isabela","Maligaya","Dengue","6","4"
"2","Isabela","San Fabian","Dengue","3","4"
"2","Isabela","Bugallon Proper (Pob.)","Dengue","4","4"
"2","Isabela","Raniag","Dengue","4","4"
"2","Isabela","Rizal (Pob.)","Dengue","3","4"
"2","Isabela","Sotero Nuesa","Dengue","3","4"
"2","Isabela","Caraniogan","Dengue","3","4"
